user_id
msnv1
msnv10
msnv12
msnv13
msnv14
msnv15
msnv17
msnv18
msnv2
msnv20
msnv21
msnv22
msnv24
msnv25
msnv29
msnv30
msnv34
msnv35
msnv37
msnv38
msnv39
msnv4
msnv41
msnv42
msnv43
msnv44
msnv46
msnv49
msnv5
msnv50
msnv51
msnv54
msnv56
msnv6
msnv60
msnv63
msnv66
msnv68
msnv69
msnv71
msnv73
msnv75
msnv77
msnv78
msnv79
msnv81
msnv82
msnv85
msnv9
